,organism,Number of CRISPRs,Total Cas Prots,Total non V-U Prots,Genes present,System type,system subtype,multiple systems,cas1 missing,missing signature prot,missing RSAs,Taxonomic ID Genus,TaxonID,Taxonomic ID Kingdom,Taxonomic ID Phylum,Taxonomic ID Class,Taxonomic ID Order,Taxonomic ID Family,name
103,NC_006908,1.0,3.0,3.0,cas1|cas9|csn2,TypeII,TypeII-A,1.0,,,not all loci have repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
104,NC_007164,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Corynebacterium,1716.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_aurimucosum
105,NC_007181,4.0,9.0,14.0,cas1|csx10|cas10d|cas4|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeI-D,2.0,,,not all loci have repeats,Sulfolobus,2284.0,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,NC_002754
106,NC_007294,1.0,4.0,4.0,cas1|cas9|csn2,TypeII,TypeII-A,1.0,,,not all loci have repeats,Mycoplasma,2093.0,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus_Mycoplasma
107,NC_007296,1.0,8.0,10.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
108,NC_007297,2.0,8.0,10.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
109,NC_007333,11.0,12.0,7.0,cas1|cmr1|c2c8|c2c9|cas8e|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-2|TypeVU-4|TypeIII-B/TypeIII-D|TypeI-E,3.0,,,not all loci have repeats,Thermobifida,83677.0,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,NC_007333
110,NC_007355,4.0,22.0,14.0,cas1|cmr1|cas4|cas8b|c2c9|cas8u|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-B|TypeI-U,3.0,,,not all loci have repeats,Methanosarcina,2207.0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina_acetivorans
111,NC_007356,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Dehalococcoides,61434.0,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides_BAV1
112,NC_007406,1.0,5.0,7.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Nitrobacter,911.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NC_007406
113,NC_007413,8.0,13.0,11.0,cas1|cas10d|cas4|c2c5|cas8b|c2c9|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeVU-5|TypeI-D|TypeI-B,3.0,,,not all loci have repeats,Anabaena,1163.0,Bacteria,Cyanobacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena_90
114,NC_007426,2.0,4.0,7.0,cas1|cas10d|cas4|cas3,TypeIII|TypeI,TypeI-D,2.0,,,not all loci have repeats,Natronomonas,63743.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas_moolapensis
115,NC_007428,1.0,0.0,0.0,,,,,,,not all loci have repeats,Natronomonas,63743.0,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas_moolapensis
116,NC_007432,1.0,3.0,3.0,cas1|cas9|csn2,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
117,NC_007484,1.0,14.0,3.0,cas8f|cas1|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-F,2.0,,,not all loci have repeats,Nitrosococcus,1227.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NC_007484
118,NC_007498,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Pelobacter,18.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,NC_007498
119,NC_007503,2.0,6.0,8.0,csm6|cas1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeI-B,2.0,,,not all loci have repeats,Carboxydothermus,129957.0,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus_hydrogenoformans
120,NC_007512,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Chlorobium,1091.0,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium_chlorochromatii
121,NC_007514,2.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Chlorobium,1091.0,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium_chlorochromatii
122,NC_007517,1.0,5.0,9.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Geobacter,28231.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter_bemidjiensis
123,NC_007519,1.0,2.0,2.0,cas8e|cas3,TypeI,TypeI-E,1.0,missing cas1,,not all loci have repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
124,NC_007643,12.0,20.0,26.0,cas1|cas8c|cas9|cas4|cas8e|cas10|cas3,TypeIII|TypeI|TypeII,TypeI-E|TypeI-C|TypeII-B,3.0,,,not all loci have repeats,Rhodospirillum,1081.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NC_007643
125,NC_007644,2.0,8.0,12.0,cas1|cas8c|cas4|cas8b|cas3,TypeI,TypeI-B|TypeI-C,1.0,,,not all loci have repeats,Moorella,,,,,,,
126,NC_007645,2.0,5.0,9.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Hahella,158481.0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella_chejuensis
127,NC_007681,2.0,8.0,12.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Methanosphaera,2316.0,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera_stadtmanae
128,NC_007705,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Xanthomonas,338.0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NC_003902
129,NC_007759,2.0,9.0,13.0,csm6|cas1|cas8c|cmr1|cas4|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-C,2.0,,,not all loci have repeats,Syntrophus,43773.0,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NC_007759
130,NC_007775,7.0,13.0,8.0,csm6|cas1|csx10|cmr1|c2c8|c2c9|cas8e|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-2|TypeVU-4|TypeIII-A|TypeIII-C|TypeIII-B/TypeIII-D|TypeI-E,3.0,,,not all loci have repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
131,NC_007776,7.0,22.0,7.0,csm6|cas1|csx10|cmr1|c2c8|c2c9|cas10,TypeV-U|TypeIII,TypeVU-2|TypeVU-4|TypeIII-A|TypeIII-C|TypeIII-B/TypeIII-D,2.0,,,not all loci have repeats,Synechococcus,1129.0,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,NC_007513
132,NC_007777,3.0,15.0,9.0,cas1|cas8c|cas4|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-E|TypeI-C,2.0,,,not all loci have repeats,Frankia,1854.0,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia_alni
133,NC_007779,2.0,5.0,3.0,cas1|c2c8|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-2|TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
134,NC_007793,2.0,0.0,0.0,,,,,,,not all loci have repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
135,NC_007795,3.0,0.0,0.0,,,,,,,not all loci have repeats,Staphylococcus,1279.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NC_002745
136,NC_007796,6.0,10.0,15.0,cas1|csx10|cas10d|cas4|cas8e|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeI-D|TypeI-E,2.0,,,not all loci have repeats,Methanospirillum,2202.0,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum_hungatei
137,NC_007901,1.0,1.0,1.0,cas1,,,0.0,,missing signature protein,not all loci have repeats,Rhodoferax,28065.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007901
138,NC_007907,5.0,6.0,7.0,cas1|cas4|cas8b|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-B,2.0,,,not all loci have repeats,Desulfitobacterium,36853.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium_dehalogenans
139,NC_007908,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Rhodoferax,28065.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_007901
140,NC_007925,1.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,not all loci have repeats,Rhodopseudomonas,1073.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NC_005296
141,NC_007929,1.0,5.0,4.0,cas1|cas9|csn2|c2c9,TypeV-U|TypeII,TypeVU-4|TypeII-A,2.0,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
142,NC_007946,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
143,NC_007947,2.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Methylobacillus,404.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus_flagellatus
144,NC_007955,1.0,8.0,9.0,cas1|cas4|cas8b|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-E|TypeI-B,2.0,,,not all loci have repeats,Methanococcoides,2225.0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides_burtonii
145,NC_007958,1.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,not all loci have repeats,Rhodopseudomonas,1073.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NC_005296
146,NC_007963,2.0,4.0,3.0,cas1|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-E,2.0,,,not all loci have repeats,Chromohalobacter,42054.0,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter_salexigens
147,NC_008010,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Deinococcus,1298.0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus_geothermalis
148,NC_008021,2.0,8.0,10.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
149,NC_008022,2.0,9.0,11.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
150,NC_008023,2.0,8.0,10.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
151,NC_008024,1.0,8.0,10.0,csm6|cas1|cas8c|cas9|cas4|csn2|cas3,TypeI|TypeII,TypeI-C|TypeII-B|TypeII-A,2.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
152,NC_008025,5.0,8.0,9.0,csm6|cas1|cas8c|cmr1|cas4|c2c9|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-A|TypeIII-B/TypeIII-D|TypeI-C,3.0,,,not all loci have repeats,Deinococcus,1298.0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus_geothermalis
153,NC_008054,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
154,NC_008095,5.0,10.0,14.0,cas1|cas8c|cmr1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-B/TypeIII-D|TypeI-B|TypeI-C,2.0,,,not all loci have repeats,Myxococcus,32.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcus_fulvus
155,NC_008148,3.0,7.0,9.0,csm6|cas1|cmr1|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-B,2.0,,,not all loci have repeats,Rubrobacter,42255.0,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,NC_008148
156,NC_008149,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
157,NC_008150,3.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Yersinia,629.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NC_003143
158,NC_008278,5.0,8.0,9.0,cas1|cas4|cas8b|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-E|TypeI-B,2.0,,,not all loci have repeats,Frankia,1854.0,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia_alni
159,NC_008340,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Alkalilimnicola,133193.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola_ehrlichii
160,NC_008343,4.0,6.0,6.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Granulibacter,364409.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter_bethesdensis
161,NC_008344,3.0,5.0,7.0,cas1|cas8c|cas4|cas10,TypeIII,,1.0,,,not all loci have repeats,Nitrosomonas,914.0,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,NC_004757
162,NC_008346,5.0,17.0,23.0,csm6|cas1|cas8c|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeI-B|TypeI-C,2.0,,,not all loci have repeats,Syntrophomonas,862.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,NC_008346
163,NC_008463,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Pseudomonas,286.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NC_002947
164,NC_008497,2.0,0.0,0.0,,,,,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
165,NC_008526,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
166,NC_008529,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Lactobacillus,1578.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_acidophilus
167,NC_008532,3.0,8.0,8.0,csm6|cas1|cas9|csn2,TypeII,TypeII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
168,NC_008553,3.0,9.0,12.0,cas1|cmr1|cas4|cas8b|c2c9|cas10|cas3,TypeV-U|TypeIII|TypeI,TypeVU-4|TypeIII-B/TypeIII-D|TypeI-B,3.0,,,not all loci have repeats,Methanosaeta,2222.0,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta_concilii
169,NC_008554,3.0,5.0,5.0,cas1|cas8e|cas10|cas3,TypeIII|TypeI,TypeI-E,2.0,,,not all loci have repeats,Syntrophobacter,29526.0,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NC_008554
170,NC_008563,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Escherichia,561.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia_blattae
171,NC_008576,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Magnetococcus,162171.0,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus_MC
172,NC_008577,1.0,1.0,1.0,cas8f,,,0.0,missing cas1,missing signature protein,not all loci have repeats,Shewanella,22.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,NC_004347
173,NC_008578,1.0,2.0,2.0,cas1|cas9,TypeII,TypeII-C,1.0,,,not all loci have repeats,Acidothermus,28048.0,Bacteria,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus_cellulolyticus
174,NC_008593,3.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
175,NC_008595,1.0,0.0,0.0,,,,,,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
176,NC_008599,2.0,6.0,8.0,cas1|csx10|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeI-B,2.0,,,not all loci have repeats,Campylobacter,194.0,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_03
177,NC_008601,2.0,6.0,10.0,cas1|cas9|cas4|cas12a,TypeV|TypeII,TypeV-A|TypeII-B,2.0,,,not all loci have repeats,Francisella,262.0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella_cf
178,NC_008607,1.0,0.0,0.0,,,,,,,not all loci have repeats,Pelobacter,18.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,NC_007498
179,NC_008609,1.0,3.0,3.0,cas1|cas8e|cas3,TypeI,TypeI-E,1.0,,,not all loci have repeats,Pelobacter,18.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,NC_007498
180,NC_008618,1.0,5.0,7.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Bifidobacterium,1678.0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium_adolescentis
181,NC_008639,5.0,8.0,10.0,cas1|cas8c|cas4|cas10|cas3,TypeIII|TypeI,TypeI-C,2.0,,,not all loci have repeats,Chlorobium,1091.0,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium_chlorochromatii
182,NC_008686,1.0,0.0,0.0,,,,,,,not all loci have repeats,Paracoccus,265.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NC_008686
183,NC_008698,12.0,12.0,13.0,csm6|cas1|csx10|cmr1|cas10d|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-C|TypeIII-B/TypeIII-D|TypeI-D|TypeI-A,2.0,,,not all loci have repeats,Thermofilum,2268.0,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,NC_008698
184,NC_008701,5.0,1.0,1.0,cas10,TypeIII,,1.0,,,not all loci have repeats,Pyrobaculum,2276.0,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,NC_003364
185,NC_008709,1.0,5.0,4.0,cas8f|cas1|c2c9|cas8e|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-F|TypeI-E,2.0,,,not all loci have repeats,Psychromonas,67572.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas_ingrahamii
186,NC_008726,1.0,2.0,0.0,c2c9,TypeV-U,TypeVU-4,1.0,missing cas1,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
187,NC_008741,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Desulfovibrio,872.0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_alaskensis
188,NC_008750,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Shewanella,22.0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,NC_004347
189,NC_008769,2.0,7.0,3.0,csm6|cas1|c2c9|cas10,TypeV-U|TypeIII,TypeVU-4|TypeIII-A,2.0,,,not all loci have repeats,Mycobacterium,1763.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium_africanum
190,NC_008782,2.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Acidovorax,12916.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax_avenae
191,NC_008786,3.0,5.0,5.0,cas8f|cas1|cas9|cas3,TypeI|TypeII,TypeI-F|TypeII-C,2.0,,,not all loci have repeats,Verminephrobacter,364316.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NC_008786
192,NC_008789,2.0,4.0,4.0,cas1|cmr1|cas10,TypeIII,TypeIII-B/TypeIII-D,1.0,,,not all loci have repeats,Halorhodospira,85108.0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira_halophila
193,NC_008818,2.0,10.0,14.0,csm6|cas1|cmr1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Hyperthermus,54247.0,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus_butylicus
194,NC_008942,1.0,4.0,6.0,cas1|cas8c|cas4|cas3,TypeI,TypeI-C,1.0,,,not all loci have repeats,Methanocorpusculum,2192.0,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum_labreanum
195,NC_009009,2.0,5.0,5.0,csm6|cas1|cas10,TypeIII,TypeIII-A,1.0,,,not all loci have repeats,Streptococcus,1301.0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NC_002737
196,NC_009012,5.0,11.0,15.0,cas1|csx10|cas4|cas8b|cas10|cas3,TypeIII|TypeI,TypeIII-C|TypeI-B,2.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
197,NC_009033,11.0,7.0,11.0,cas1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeI-A,2.0,,,not all loci have repeats,Staphylothermus,2279.0,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,NC_009033
198,NC_009053,1.0,3.0,3.0,cas8f|cas1|cas3,TypeI,TypeI-F,1.0,,,not all loci have repeats,Actinobacillus,713.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus_pleuropneumoniae
199,NC_009073,3.0,15.0,23.0,csm6|cas1|cmr1|cas4|cas8a|cas10|cas3,TypeIII|TypeI,TypeIII-A|TypeIII-B/TypeIII-D|TypeI-A,2.0,,,not all loci have repeats,Pyrobaculum,2276.0,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,NC_003364
200,NC_009089,10.0,13.0,7.0,cas1|cas4|cas8b|c2c9|cas3,TypeV-U|TypeI,TypeVU-4|TypeI-B,2.0,,,not all loci have repeats,Clostridium,1485.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,_Clostridium
201,NC_009135,1.0,4.0,6.0,cas1|cas4|cas8b|cas3,TypeI,TypeI-B,1.0,,,not all loci have repeats,Methanococcus,2184.0,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus_aeolicus
202,NC_009142,3.0,15.0,6.0,cas1|csx10|cas4|c2c9|cas10,TypeV-U|TypeIII,TypeVU-4|TypeIII-C,2.0,,,not all loci have repeats,Saccharopolyspora,1835.0,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NC_009142
